,Review,Rating,Sentimen,Label
695,Zero worthwhile advice  Almost as if written by some millennial who just complains half the time and then brags the other half  Zero takeaways  Can I get my money back ,1,Negatif,0
696,Felt a bit disappointed as the book was supposed to be a best seller,3,Negatif,0
697,Not what I was expecting  I heard so many good things about it so I thought I d give it a go ,3,Negatif,0
698,Wasn t what I expected and I ve read better self help books ,2,Negatif,0
699,Bought it for all the hype  and I wasn t a fan ,2,Negatif,0
700,Given the title  I was not surprised to see foul language  but hey  we get the point    the horse was flogged and left for dead after five paragraphs ,2,Negatif,0
701,Don t waste you dollar on this,1,Negatif,0
702,I feel the book sets more of a negative tone to me than it needs to  ,2,Negatif,0
703,Didn t find this one very enlightening or entertaining unfortunately ,2,Negatif,0
704,Not really what I expected  given the title  ,2,Negatif,0
705,Save your time and money ,3,Negatif,0
706, I won t bother returning it ,2,Negatif,0
707,Not particularly insightful  the first couple of pages read well  but then you quickly realize that there is not meat to this meal ,1,Negatif,0
708,I was left skimming through unuseful ,3,Negatif,0
709,The book could have been half the size if the author cut out the bits where he attempted  and failed  to be funny ,1,Negatif,0
710,Meh  I m not really getting it ,2,Negatif,0
711,Not anything that wasn t already known ,3,Negatif,0
712,Not what i expected  Started to annoy me after a while  Most people love it but it just didn t resonate with me  ,3,Negatif,0
713,Very disappointed in that the book offers no new insights beyond what common sense  maturity  and life experience already provide  ,2,Negatif,0
714,Also  not a fan of the author s numerous attempts at witty humor  which to me fall flat and even make it less readable ,2,Negatif,0
715,Didn t really understand why everyone has recommended this book so much ,3,Negatif,0
716,Horrible book ,1,Negatif,0
717,Definitely not worth it ,2,Negatif,0
718, Nothing innovative,2,Negatif,0
719,This book sucks ,1,Negatif,0
720,This book relies on the overuse of the  WTF  manner of writing  ,2,Negatif,0
721,It wasn t for me ,1,Negatif,0
722,A dry read that I only found somewhat helpful ,2,Negatif,0
723,I couldn t bring myself to give a Fuck about the book  because the author doesn t ,3,Negatif,0
724,not very much from the heart  not something deeply lived through   not yet ,3,Negatif,0
725,I finished reading it  but I learned nothing,1,Negatif,0
726,Returned,2,Negatif,0
727, I wouldn t recommend it to friends and family ,3,Negatif,0
728,Can t get into   maybe I already don t give af,2,Negatif,0
729,Again  save your money  if directed or re directed to from Tools of the Titans  these are worthless ,2,Negatif,0
730,Not a fan of self help to start with which may have influenced my experience ,1,Negatif,0
731,owever  the language is hard to cut through ,3,Negatif,0
732,Got bored quick ,2,Negatif,0
733,I couldn t get past   chapters ,2,Negatif,0
734,Would not recommend this book  No new ideas ,2,Negatif,0
735,I was recommended this book by a friend  and I wanted to love it  but I just couldn t ,3,Negatif,0
736,Nothing particularly new here   unless you re really young,2,Negatif,0
737, Save your money and just read the blog post  ,2,Negatif,0
738,idiculous  Don t expect the F word to end with the title  ,1,Negatif,0
739,This isn t a happy read  ,2,Negatif,0
740,Not really aimed at me ,2,Negatif,0
741, didn t like this book whatsoever  ,1,Negatif,0
742,Probably would have been a better read for me,3,Negatif,0
743,read half of it and got bored with it,3,Negatif,0
744,The book is clever no doubt ,2,Negatif,0
745,Just a bunch of blog articles,2,Negatif,0
746,This book was    not for me,2,Negatif,0
747,Ultimately  it is poorly written and is many  many times longer than it needs to be  just to fill the book,2,Negatif,0
748,not a big fan,3,Negatif,0
749, Don t get me wrong  there is some useful stuff in this book ,3,Negatif,0
750,Not a good read,2,Negatif,0
751,Not an easy read,3,Negatif,0
752,Content is not consistent nor is it applicable  Too bad ,2,Negatif,0
753, It might be a good book for someone  but if you have an analytical brain with a rational viewpoint of your life  you will find almost nothing useful in it ,2,Negatif,0
754,Didn t get a whole lot of this book  however  it did get me to thinking and had some really great advice ,2,Negatif,0
755,As the reader  I don t care about the author s past ,3,Negatif,0
756,I thought that this would be either interesting or funny  it was neither ,2,Negatif,0
757,Very disappointing,2,Negatif,0
758,Boring and trite ,2,Negatif,0
759,save your money on this one,1,Negatif,0
760,Not a fan ,1,Negatif,0
761,This isn t a bad book  but it s really just the repackaging of ideas I ve read in many other self help books before ,3,Negatif,0
762,The author repeats himself all the time so it gets boring ,2,Negatif,0
763,Don t waste your money ,1,Negatif,0
764,I need my four hours of my life back  Waste of time,1,Negatif,0
765,Dude drops about a million F bombs in this book mixed in with a bunch of random thoughts,1,Negatif,0
766,Save your money and time,2,Negatif,0
767,Total waste of money  I cut my losses by dumping it early on ,1,Negatif,0
768,But then it kind of deteriorated into generic life advice and got boring ,3,Negatif,0
769,Boring,2,Negatif,0
770,It is just not that good,3,Negatif,0
771,Worse  because that is what you would do ,3,Negatif,0
772,Ultimately not very helpful ,2,Negatif,0
773,I could not finish it ,1,Negatif,0
774,Didn t get into necessary depths of certain key topics ,2,Negatif,0
775,Kind of interesting at the beginning but gets much more boring and thoughtless the second half of a book ,1,Negatif,0
776,Quick read  with some helpful insights but it wasn t great ,3,Negatif,0
777,Didn t care for this book  it seems to be written for people with low self esteem and I don t think that just reading this book will do them a whole of good,2,Negatif,0
778,I have not finished the book I have moved to others but I plan to pick it up again at some point  ,3,Negatif,0
779,Not worth it ,1,Negatif,0
780, This one is garbage ,1,Negatif,0
781,Kind of disappointing ,2,Negatif,0
782,I have been mulling over  and also to shift my focus on some trivial things in my life  but I didn t love the entire book ,2,Negatif,0
783, I didn t find anything that jumped out ,3,Negatif,0
784,If you want to learn to ignore your mean spirited co worker  this is not the book for you,3,Negatif,0
785,No big deal  Do not really care ,3,Negatif,0
786, If you are an adult reader you will find his writing very adolescence in essence and style  waste of money ,1,Negatif,0
787,I couldn t finish this book ,1,Negatif,0
788,Poorly constructed ,1,Negatif,0
789,Sadly  I m not surprised this is a best seller ,1,Negatif,0
790,I don t totally know why this is  self help   ,3,Negatif,0
791,Can t tell if it s his voice but I just couldn t get into the book at all  Sad disappointment ,1,Negatif,0
792,I bought this book spontaneously   a mistake I ll do my best avoid next time ,1,Negatif,0
793,Not my favorite style of writing though,3,Negatif,0
794,Poorly written  ,2,Negatif,0
795,Not what i was expecting ,3,Negatif,0
796, I did not learn anything new that I did not know,3,Negatif,0
797,Some points don t  hit home  as hard as they could  May be unnecessary clutter or distraction in certain areas ,3,Negatif,0
798,Suffice to say I did not gain anything from reading  and quit about a quarter of the way through ,2,Negatif,0
799,Pick what you are worried about very carefully  Most of the stuff we worry about does not really matter ,3,Negatif,0
800,No you wouldn  t go wrong with this book ,3,Negatif,0
801,For me  the book started off interesting  then it became hilarious  then it just spun out of control  not really making much sense  ,1,Negatif,0
802,He has some very good chapters that are thought provoking but the language is obnoxious and unnecessary,3,Negatif,0
803,The second part blows boring and kind of pointless,3,Negatif,0
804,Not a fan  Negative and unhelpful ,1,Negatif,0
805,Basically useless,1,Negatif,0
806,Did not impress this little black duck ,2,Negatif,0
807,Lost interest,3,Negatif,0
808,Kinda silly,3,Negatif,0
809,One or two chapters were worth a read but the remainder was a waste ,1,Negatif,0
810,Well  definitely not for me ,2,Negatif,0
811,Easy read with some good concepts but I won t recommend a buy though ,1,Negatif,0
812,I didn t like the over the top obvious statements ,2,Negatif,0
813,Waste of my time ,1,Negatif,0
814,I would not recommend it,2,Negatif,0
815,Thought it would be a fun and inspiring read  Nope ,1,Negatif,0
816,Not a fan  seems more like someones morning meditations brain dump than an actual self improvement book  Some pretty crude examples i didnt all agree with aswell ,1,Negatif,0
817,This book does NOT have it  It s actually quite slow and boring  I m so disappointed ,1,Negatif,0
818,The language was better afterward  but I am not will not be recommending this book to anyone ,3,Negatif,0
819,Not worth the credit I used to get the thing  ,1,Negatif,0
820,Did not keep my interest,2,Negatif,0
821,I m confused ,1,Negatif,0
822,I rarely give up on a book but just couldn t do it ,1,Negatif,0
823,Meh you need to be impervious to the first word   I thought I was  I wasnt,1,Negatif,0
824,This one is slightly better than most  but like all the others  largely a waste of time ,2,Negatif,0
825,I really don t recommend it for people who are depressed and have anxiety  this book may make things worse ,2,Negatif,0
826,His message was lost in the rubble of his prose ,1,Negatif,0
827,The style got a little boring  Didn t finish this one,3,Negatif,0
828,The style got a little boring  Didn t finish this one,1,Negatif,0
829,don t like this book much  I don t see why this is a best seller with all the buzz ,1,Negatif,0
830,While I didn t agree with everything in the book  he has some amazing points and I found myself making a lot of highlights and notes while I read ,3,Negatif,0
831,Sorry  this books headed for the recycle bin ,3,Negatif,0
832,Nothing new  Nothing special ,3,Negatif,0
833,Utter waste of money ,1,Negatif,0
834,Boring,1,Negatif,0
835,Couldn t read the book  just skimmed through it,1,Negatif,0
836,Did not like it at all ,2,Negatif,0
837,This book quickly lost my attention  The premise is good  but the author over uses the f bomb to the point that it s hard to even listen  I would not recommend to others ,1,Negatif,0
838,Didn t keep my attention and couldn t finish it ,1,Negatif,0
839, I made it about    mins  just not for me ,1,Negatif,0
840,How about Don t Worry  Be Happy ,1,Negatif,0
841,I might actually throw this book in the trash,1,Negatif,0
842,not quite as interesting as you would think,3,Negatif,0
843,I don t know why I bought this  No sense,1,Negatif,0
844,It lost my interest  I didn t enjoy the way it was written ,1,Negatif,0
845,Wish I had not purchased the full version and just the summary,1,Negatif,0
846,Save your money and time  I wish that I could get mine back  Just awful   not insightful  Very pedestrian and prescriptive ,1,Negatif,0
847,Crap,1,Negatif,0
848,It s boring  repetitive and unimaginative  Oh yeah  and I don t give a FUCK about it ,1,Negatif,0
849,This is complete garbage ,1,Negatif,0
850,Meaningless drivel ,1,Negatif,0
851,This is the first book i ve read in    years that i didn t finish  don t waste your money or time on this worthless read ,1,Negatif,0
852, It is poorly written boon that even containa many typos   go figure  ,2,Negatif,0
853,The book looks fake ,1,Negatif,0
854,Nothing really new here  So for this book  I don t give a f Just wish I hadn t spent my money on this one ,2,Negatif,0
855,It was uncomfortable reading it in front of moms  teens  and younger kids there ,3,Negatif,0
856,It wasn t for me  ,1,Negatif,0
857,Hope the rating helps everyone ,1,Negatif,0
858,Couldnt finish it  Just kept rambling and was so boring with no actual content ,1,Negatif,0
859,Worst book ever  I thought I rambled a lot but my gosh  ,1,Negatif,0
860,This is the first and last self help book I will ever read ,1,Negatif,0
861,Piece of crap,1,Negatif,0
862,I would not be surprised to hear Mr  Manson has never actuallyREAD a book in his adult life ,1,Negatif,0
863,I was disappointed with this book  Don t get all the fuss over it,3,Negatif,0
864,I suppose I m glad I didn t buy the physical book version which was more money ,1,Negatif,0
865,A waste of money and time in my opinion ,1,Negatif,0
866,Not worth reviewing ,1,Negatif,0
867,If you dont mind a book that talks in circles and doesn t say much ,1,Negatif,0
868,Too much of the information is common sense ,2,Negatif,0
869,Just didn t think it was necessary to get the points across ,3,Negatif,0
870,This book was lame  I gave up on it after only a few chapters  Felt like it was written by an eighth grader  Save your money,1,Negatif,0
871,Horrible book  i do not know why its so popular  Hes all over the place  Writes as if hes drunk  Save ur money  U will not learn anything from this book ,1,Negatif,0
872,Didn t love it at all   couldn t get more than   ish pages in ,1,Negatif,0
873,Not getting anything out of this ,1,Negatif,0
874,Fraud,1,Negatif,0
875,Meh  He never really gets to any point  When he does it s common sense  Maybe I already have life wired but this book seemed to lack any real substance  Lots of stories about other people   lots of fluff  Would not recommend  ,1,Negatif,0
876,I dont like the book  Too many usage of the word  fu k  ,1,Negatif,0
877,Please don t waste your money on this piece of trash ,1,Negatif,0
878,Disappointed I didn t read more of the reviews and ended up wasting my money ,1,Negatif,0
879,I did not intend to purchase this item  I am trying to buy the book  I do not read on Kindle,1,Negatif,0
880,I didn t care  so I stopped reading and returned the book to the library  happy I hadn t paid for it ,1,Negatif,0
881,I see this book is very highly reviewed but I don t see the appeal ,1,Negatif,0
882,Hard to read this guy    oh well,1,Negatif,0
883,I don t know why this is here  because I did not order it ,1,Negatif,0
884,Complete waste of not only my time but my money ,1,Negatif,0
885,I m not a prude or deeply religious but I m reasonably civilized and got tired of all the swearing so I stopped reading it ,3,Negatif,0
886,Not impressed  author has a solid message but this is one of the worst books I ve ever read ,1,Negatif,0
887,I  too  regret wasting my money on this book  ,1,Negatif,0
888,Really disappointed in this book and ended up not reading it  I think the title was misleading to me and what I expected from the book ,1,Negatif,0
889,Didn t know anything about this author or his writing and picked this book up based on a friend s recommendation  ,2,Negatif,0
890, I just couldn t continue reading  ,2,Negatif,0
891,Terrible read,1,Negatif,0
892,One of the worst books I ve ever read ,1,Negatif,0
893,Ugh  Poorly written  Too bad,1,Negatif,0
894,Meh,3,Negatif,0
895,Very disappointed ,1,Negatif,0
896,Save your money   this book struck me as    Poorly written and edited,1,Negatif,0
897,Stupid,1,Negatif,0
898,I didn t get anything out of this book  ,2,Negatif,0
899,Waste of money and time  Read the first few pages and threw it in the trash ,1,Negatif,0
900,Doesn t say anything common sense doesn t already imply ,1,Negatif,0
901,The book is a litany of platitudes for the lazy and ignorant who would rather tolerate a world rife with social injustice than have to face it  and their own role in abetting it  Disgusting trash ,1,Negatif,0
902,The book just keeps saying the say thing over and over again,1,Negatif,0
903,Don t waste your money on it ,1,Negatif,0
904,Do not buy and most importantly don t waste your time  ,1,Negatif,0
905,Dumbest book I ever read  Don t waste your money on it ,1,Negatif,0
906,Poorly sourced  poorly written series of shallow frat boy anecdotes fill out what should have been a   page pamphlet,2,Negatif,0
907,This was painful  Painful to listen to Sadly disappointed ,1,Negatif,0
908,Not a fan of the book or the author ,1,Negatif,0
909,I m so confused by this book ,2,Negatif,0
910,Highly NOT recommended,1,Negatif,0
911,An absurd book ,1,Negatif,0
912,Worst book I ve waited time reading   chapter of in my life ,1,Negatif,0
913,Don t bother to buy this book ,2,Negatif,0
914,After the first   three author gets a little full of himself and beats the dead horse until even the glue factory wouldn t take it ,1,Negatif,0
915,Sorry I purchased this ,1,Negatif,0
916, I really wanted it to be good  but to me  it just wasn t ,1,Negatif,0
917,I didn t make it past chapter   before I couldn t take anymore  ,2,Negatif,0
918,This is be the worst book I have ever read ,1,Negatif,0
919,I do not recommend this book for people over     or pretty much anyone who has made any attempt at educating themselves in an effort towards personal growth  ,2,Negatif,0
920,Worst  most stupid book ever read   F word used throughout    no real story,1,Negatif,0
921,Terrible book ,1,Negatif,0
922, I can t see how this book could possibly add value to anyone,1,Negatif,0
923,I really didn t take away any thing useful from this book ,1,Negatif,0
924,waste of time,1,Negatif,0
925,If I could rate this book a zero  I would  This book may have a catchy title  but the content does not live up to it  It is a bunch of nonsense  stupid stories and goes nowhere  The author is cocky and immature and has no place giving anyone advice  I couldn t finish to book as it was too painful to read  Don t purchase as you ll be wanting your money back ,1,Negatif,0
926,I d give this zero stars if I could ,1,Negatif,0
927,Waste of time ,2,Negatif,0
928,Terrible book ,1,Negatif,0
929,I didn t just grab this book off a shelf  ,3,Negatif,0
930, I was hoping for something different ,2,Negatif,0
931,I thought this book was very poorly written  I would donate to the library but they probably wouldn t accept it due the title ,1,Negatif,0
932,While the message is good  it is repetitive ,2,Negatif,0
933,Unfortunately  the book did not make a big impression  ,1,Negatif,0
934,This book has a way better title than content  There isn t really anything new or interesting presented  It s easy to read and contains a few short stories from what you can tell the author believes is his super interesting life  There are a few reminders to center your life on your values and accept responsibility for your own life  Definitely wasn t worth my money and I was disappointed ,2,Negatif,0
935,This book is terrible ,1,Negatif,0
936,This book is completely subjective and almost not at all objective  It does offer good points  but I would not say good advice because none of the points are valid ,3,Negatif,0
937,Worst way to waste your money,1,Negatif,0
938,It may not be much  but it will be more than this ,2,Negatif,0
939,I couldn t make it lol the way through  Waste of money  Waste of time ,1,Negatif,0
940,I m surprised that there were so many great ratings  What are people reading these days that make this book look good ,2,Negatif,0
941, I was so excited to get this book  but it became so annoying and juvenile  I could not finish ,2,Negatif,0
942,If you are a woman or respect women  this book is not for you ,1,Negatif,0
943,Not worth reading unless you are a nervous wreck of a person Dumb book that I had high hopes for  a real waste of time ,2,Negatif,0
944,Got tired of so many vulgar words ,1,Negatif,0
945,Respect lost ,2,Negatif,0
946,Not that great of a book  Funny but not great  The book in no way offended me I just didn t enjoy reading it    Kind of boring,2,Negatif,0
947,My impression is some guy read a book about bhuddist philosophy and repackaged it in bro speak vernacular  ,1,Negatif,0
948,Was disappointed in the book  couldn t finish it  I would avoid this book as you are not getting anything new here ,2,Negatif,0
949,If I could  I d return it  It s a waste of money and don t judge what you think will be engaging  informative content  It s definitely not ,1,Negatif,0
950,This book is more negative than funny  I didn t finish it ,3,Negatif,0
951,Was seriously expecting a lot more but it didn t quite get there  Not even close ,2,Negatif,0
952,Complete drivel  Don t bother ,1,Negatif,0
953,Waste of time ,1,Negatif,0
954,Couldn t finish it  I found it to be an extremely negative and emotionally immature perspective ,1,Negatif,0
955,I really thought I was going to like this book in the beginning  but at some point it turned to a lot of words about nothing ,1,Negatif,0
956,I wanted to like this book  but it was so stylistically childish and devoid of content that I couldn t even finish it ,1,Negatif,0
957,There is obviously a target market for this content based on the many positive reviews and sales   and I respect that,1,Negatif,0
958,this is a waste of your time ,2,Negatif,0
959,The first two chapters were basics most of us know if we re over the age of     The rest is drivel  Save your time and money  ,2,Negatif,0
960,Not to say he s wrong  his advice is still meaningful and useful ,2,Negatif,0
961,Super disappointing ,1,Negatif,0
962,Pretentious and oh so boring ,1,Negatif,0
963,a terrible book that says  go for it  and don t be afraid  see I just saved you the time and money you would have invested in this  book ,1,Negatif,0
964,Had heard so many good things about this book but personally couldn t read his vulgar language writing style ,1,Negatif,0
965,To be honest  I m not sure what this book is really about ,2,Negatif,0
966, Not really impressed ,2,Negatif,0
967,However  this book just isn t for me,2,Negatif,0
968,Don t waste your money on this one ,1,Negatif,0
969,Terrible  borderline damaging advice  I get it is tongue in cheek at parts  but the core storyline is basic  uninspired  and weak ,1,Negatif,0
970,The book was not very impressive to me  but mostly I wanted to mention the PUA coach thing because not many people know that,1,Negatif,0
971,After so many F s it started to stress me out and wasn t enjoyable,2,Negatif,0
972,I don t know why i thought this would be good ,1,Negatif,0
973,waste of time,1,Negatif,0
974,At least he is honest enough to say he is completely wrong   but that s ok,2,Negatif,0
975,you are not special  prioritize whats important to you ,1,Negatif,0
976,I couldn t get through the first chapter  Anyone who uses Charles Bukowski as a role model of any kind has questionable judgment   I couldn t take it seriously  After a few pages of torture I took it back to the library ,1,Negatif,0
977,It was good book  unfortunately  the narrator was annoying ,3,Negatif,0
978,Don t waste your time ,1,Negatif,0
979,on second chapter my book stopped and not worked no more   very dissapoited,1,Negatif,0
980,What a mess  It s nothing more than thinking out loud in a completely unorganized fashion  ,1,Negatif,0
981,You don t need to read the book  ,1,Negatif,0
982,Unfortunately  none of those attributes show up strongly in this book ,2,Negatif,0
983,boring and uninspiring,1,Negatif,0
984,The book is poorly written and childish  Thank goodness I did not buy this book from amazon  but instead borrowed it from a friend ,2,Negatif,0
985,Hated this book,1,Negatif,0
986,Shallow,3,Negatif,0
987,boring,2,Negatif,0
988,It is a boring and not woth reading ,1,Negatif,0
989,A really pathetic book  very poorly written  no message   other than be skeptical of reviews and throwing away hard earned money ,1,Negatif,0
990,Ok  Not great ,3,Negatif,0
991,But  I wanted to finish the book  and it actually  decent  towards the end ,3,Negatif,0
992,I was gonna write a similar self help book  but I didn t give enough of a fk to do it ,3,Negatif,0
993,But I figure if you wanna practice this fine art  you should start by buying and NOT READING this book,3,Negatif,0
994,A waste of time and not worth reading  ,1,Negatif,0
995,Here is a thing not worth reading,1,Negatif,0
996,This was so stupid  I regret getting this ,1,Negatif,0
997,If he understood his own concept  he wouldn t have written a book ,1,Negatif,0
998,Didn t mind the language but the casual sexism in this book was pretty offensive ,1,Negatif,0
999,I don t give a F,1,Negatif,0
1000,Are you kidding me,1,Negatif,0
1001,This book is horrible  It is so cynical  negative and the amount of swearing was obnoxious  The author seems like a total bro with no real wisdom  I had to put it down after a few chapters  Can not believe this is a best seller ,1,Negatif,0
1002,Extremely poorly written  and was a massive waste of my time ,1,Negatif,0
1003,Save your money  it s short and to the point of exactly the title  I really think you can find a better read for free ,1,Negatif,0
1004,Unbelievably p d off that I paid for this thinking it was a paperback  And of course I can t get a refund  Not happy,1,Negatif,0
1005,lame,1,Negatif,0
1006,some books don t need to be written  this is one of them ,1,Negatif,0
1007,Had to stop after a chapter ,1,Negatif,0
1008,Vulgar,1,Negatif,0
1009,Horrible  But  in all fairness  there was one good piece in this book  On page      the period after the word peak gave me a joy I will never forget  Just kidding  I didn t make it that far ,1,Negatif,0
1010,How disgusting  The ongoing coarsening of our society ,1,Negatif,0
1011,I absolutely hated this book  I,1,Negatif,0
1012,This book irritated me  Yawn,1,Negatif,0
1013,I did not purchase the book ,1,Negatif,0
1014,First of all  the truth  I haven t read this book  ,1,Negatif,0
1015,This book is shit,1,Negatif,0
1016,The title is obscene,1,Negatif,0
1017,No  I did NOT read the book  ,1,Negatif,0
1018,What a waste of time and money  In a field populated by great books  this treatment is just a travesty ,1,Negatif,0
1019,i don t read anything without a sample,1,Negatif,0
1020,I ve recommended this book to most of my friends  and would recommend to anyone who feels constantly overwhelmed ,5,Positif,1
1021,This book is a great place to start  Highly recommended ,5,Positif,1
1022,But all of the above is true with this book  I,5,Positif,1
1023, It goes over aspects of life we are so tangled and wrapped up in and says  Hey  it s ok  that s actually just life  congratulations  ,5,Positif,1
1024,This book has literally changed my life  for the better   ,5,Positif,1
1025,This has been one of the most enjoyable books I ve read in a while,5,Positif,1
1026,While its not a fast read  its not a hard read ,5,Positif,1
1027, ve already bought two copies that I ve given to a family member and a friend  Highly highly recommend ,5,Positif,1
1028,You should read it if you feel overwhelmed  burned out  or if you just want to have a look at our world and things from an other new angle ,5,Positif,1
1029,I recommend this book to basically everyone  There is a theme in todays world that has a  poor me  mentality and it kills our ability to progress as human beings and as a world as a whole ,5,Positif,1
1030, Be responsible  accountable  and motivated in ways that push you into action and help organize your thought process for the better  Grab this ,5,Positif,1
1031,This is definitely a great read  It won t change your life or anything but it will put a lot of things in perspective  like choosing your battles and admitting that it s ok to have faults  ,5,Positif,1
1032,I greatly enjoyed the book and his philosophy  An interesting and worthwhile read  though at times he did seem to contradict himself ,5,Positif,1
1033,That s ok though  Nothing and no one is perfect ,5,Positif,1
1034,Personally  I enjoy this book and it helps me when I am having a rough day ,5,Positif,1
1035,Now this is a self help book  It inspired me to look at my life and my decision making process differently ,5,Positif,1
1036, If you feel obsessed with small  little things  if you feel you aren t a good person or anything you NEED to listen to this book ,5,Positif,1
1037,I ve recommended to both friends and family  If you re spiritual and want to explore how to balance attachment with detachment  then this is a great start  Thanks  Mark  I ve learned a great deal from you ,5,Positif,1
1038,Best of all  if you apply his advice  you might just find yourself feeling quite differently about your life and daily struggles  like  better   Highly recommended ,5,Positif,1
1039,Loved it  I generally get turned off by self help books  but this one nails it ,5,Positif,1
1040,I loved the author s way of being brutally honest  ,5,Positif,1
1041, I am beyond happy I read this   you will be too  ,5,Positif,1
1042,I purchased this book on a whim to improve my outlook and anxiety functions in all aspects of life ,5,Positif,1
1043,Fun self help book to read ,5,Positif,1
1044,I recommend this book for anyone that likes to look into themselves and honestly wants to be better  feel better  and live a free and happy life ,5,Positif,1
1045,Love this book  Tells it like it is but be prepared for the title language to be used a lot  I saw a very famous rock musician at an airport carrying it so I had to look for it  I knew him years ago because his pilot then was a good friend of mine,5,Positif,1
1046,This book is beyond amazing ,5,Positif,1
1047,I ve enjoyed Mark s web blogs for a while and his book was great  It s an enjoyable read filled with sarcastic humor  personal historical story references  and most importantly I feel the messages of each chapter  keep it real  ,5,Positif,1
1048,There is a good reason why this book is a New York Times Bestseller and the supportive quotes on the back sleeve hit the mark ,5,Positif,1
1049,What a fantastic book  An excellent balance of humor  practicality  and enlightenment ,5,Positif,1
1050,Those who matter don t mind  and those who mind don t matter Read this book if you find that you care too much  to the point that you re always stressed out and worried about something ,5,Positif,1
1051,Completely wholeheartedly recommend ,5,Positif,1
1052,I reccomend this book for ANYONE searching for more meaning in their life at any level ,5,Positif,1
1053,This is not a book about adquiring the attitude of not caring about anything  as I thought it would be  But about cleansing   ridding yourself from bad conditionings  ,5,Positif,1
1054,I LOVE this book  It goes against this notion that most self help books push that we are all  unique  and  special ,5,Positif,1
1055, I wish everyone read this book  It is excellent ,5,Positif,1
1056,I hated reading this book  It took me about a year to read  ,5,Positif,1
1057,One of the best self help books I ve read in a long time  Manson s style and approach are a refreshing change  I honestly gained more from this book than twenty others ,5,Positif,1
1058,I love this book  I originally got it from the library but upon returning it  promptly ordered my own copy  I loved it so much and there s so much in there I wanted to highlight and re read  I m already re reading it again  moving through it slower this time to absorb it all in  ,5,Positif,1
1059,I really love this book so far  Implemented some of the things into my life and it has helped me be way more positive with what I have and basically to realize that it s my choice how I react to things  ,5,Positif,1
1060,Hopefully it will CONTINUE to be a great read experience but only time will tell and when time DOES tell I will tell all of YOU,5,Positif,1
1061,Wonderful book that takes some of the obscure lessons of zen and Buddhism and puts it in a practical and easy to read language,5,Positif,1
1062,Well worth the read ,5,Positif,1
1063,Finally  I found the first half of the book to be much stronger than the second half  which is more philosophical  hence the   stars   ,4,Positif,1
1064,Don t give up on this too early  The last few chapters are easily its strongest  ,4,Positif,1
1065, would say  if you re looking at this book   give it a chance  Read it a couple of time to let the advise sink in ,4,Positif,1
1066,You won t be disappointed if you give this book a try,5,Positif,1
1067,his book really helped me learn to focus on the important stuff in live  Teaches great core values to have  I m doing better in college  enjoying life more  and have better relationships  ,5,Positif,1
1068,This is basically a book on Buddhist philosophy but written in a  modern  way meaning there is plenty of vulgarity  Duh  I did find it helpful and it reminded me to stop worrying so much  however  I began to tire of the F bombs after a while and found myself substituting the word in my head ,5,Positif,1
1069,Not worth the time to read it  I kept hoping it would get better but was sorely disappointed ,2,Negatif,0
1070,Sadly it was not scary which is what I was hoping for  I wish that he would go back to writing books like  IT   which to this day still scares me every time I read the book ,3,Negatif,0
1071, I wish there was a half star option  I would really prefer to give this     stars  I just can t justify   stars due to the regurgitated material and characters  Still  I recommend it ,3,Negatif,0
1072,Overall not disappointed that I purchased  but won t be one I would recommend or ever read again ,3,Negatif,0
1073,I have read all his books  so I feel like I know a little about his style  When I finally reached the big confrontation  it was a complete and total letdown,2,Negatif,0
1074,This was one of King s more disappointing novels ,2,Negatif,0
1075,So I ll say read this if you have nothing better in your read list right now  Otherwise  I was very much disappointed with all the hype ,2,Negatif,0
1076, I wont even read this a  nd time  and ive read every book hes written at least twice,3,Negatif,0
1077,However  since it is Mr  King  I must admit that I m disappointed in this book  ,3,Negatif,0
1078, In itself not a good story  first half was good  then it got silly  with a dissappointing fizz of an ending  ,2,Negatif,0
1079,How sad I was that I had recommended it  Who wrote the last     of this book  Certainly it could not have been the same Stephen King who wrote the first part    Not for me,3,Negatif,0
1080,Just finished the book,3,Negatif,0
1081,Not here  This is yet another effort where it seems King has phoned it in  more like a hastily written teleplay  None of the characters ring true or are developed to any degree  in fact  it was hard for me to tell one from another given their lack of dimension,1,Negatif,0
1082,I can read around them  as I already knew how he felt  In any case  I really like Donald Trump and don t much care if he does or not  The writing was very pedestrian ,1,Negatif,0
1083,King sucks now  He lost his mind from all the coke he used to do  Sad ,1,Negatif,0
1084,I am very tired of the political crap in everything you read  I don t care what your opinion is  its fiction ,1,Negatif,0
1085, There is no passion in the writing anymore  I hope this is just a ruff patch ,1,Negatif,0
1086, I am not going to read anymore of King s garbage that he is trying to pass off as horror fiction ,1,Negatif,0
1087,Time for him to retire ,1,Negatif,0
1088,Really wanted to buy this book but Stephen King gave us his political opinion in addition to his stories and I am not interested ,1,Negatif,0
1089,It was my first Stephen King book and I will never read another one ,1,Negatif,0
1090,It s not  I was embarrassed to be carrying it at the airport  King s written some great books  but repeated references to the bark worn off a stick from raping a boy with it  Why would King need to go so low  Don t spend your money on this kind of book ,2,Negatif,0
1091,way to long  and not very entertaining,2,Negatif,0
1092,Just hang it up steve  you re done  You can t write anymore  and I have a sneaking suspicion,1,Negatif,0
1093,Ridiculous  I don t care what Steven Kings political views are  I m reading for enjoyment and escapism  If I want that kind of info I will turn on the news ,2,Negatif,0
